kpi_name,period,value,delta,driver,status,scenario_id
seasonality_index,2023-04,1.3407,0.0,Calendar,neutral,base
planned_recipe_hours,2023-04,1695.0,0.0,Schedule,neutral,base
available_mill_hours,2023-04,1716.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-04,21.0,0.0,Capacity balance,positive,base
avg_changeovers,2023-04,14.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-04,1057.3736,0.0,Raw material,neutral,base
waste_impact_pct,2023-04,1.784,0.0,Waste,positive,base
mill_utilization_pct,2023-04,98.7762,0.0,Utilization,negative,base
overload_hours,2023-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-04,31.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-04,1.0,0.0,Continuity,neutral,base
downtime_risk_score,2023-04,49.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-04,82815.41,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-04,1127.8306,0.0,Market,neutral,base
import_dependency_pct,2023-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-04,39.9,0.0,Geopolitics,negative,base
yield_variability_index,2023-04,0.053,0.0,Quality,neutral,base
waste_rate_vs_target,2023-04,-0.72,0.0,Gap to target,positive,base
energy_per_ton,2023-04,68.164,0.0,Efficiency,neutral,base
water_per_ton,2023-04,0.789,0.0,Conservation,neutral,base
vision_2030_compliance,2023-04,85.5,0.0,Composite,positive,base
total_demand_tons,2023-05,68112.4,-17.7539,SKU forecast,negative,base
recipe_time_utilization_pct,2023-05,95.6652,-3.111,Time constraint,negative,base
capacity_violations_count,2023-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-05,1091.4253,-36.4053,Wheat price,neutral,base
waste_rate_pct,2023-05,1.882,0.098,Recipe mix,positive,base
vision_2030_index,2023-05,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-05,4107237.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-05,68112.4,0.0,Flour demand,neutral,base
total_recipe_hours,2023-05,1732.55,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-05,87.5576,0.0,Model accuracy,positive,base
seasonality_index,2023-05,1.0568,0.0,Calendar,neutral,base
planned_recipe_hours,2023-05,1754.5,0.0,Schedule,neutral,base
available_mill_hours,2023-05,1834.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-05,79.5,0.0,Capacity balance,positive,base
avg_changeovers,2023-05,53.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-05,1058.8309,0.0,Raw material,neutral,base
waste_impact_pct,2023-05,1.882,0.0,Waste,positive,base
mill_utilization_pct,2023-05,95.6652,0.0,Utilization,negative,base
overload_hours,2023-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-05,107.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-05,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-05,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-05,68112.36,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-05,1091.4253,0.0,Market,neutral,base
import_dependency_pct,2023-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-05,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-05,0.091,0.0,Quality,neutral,base
waste_rate_vs_target,2023-05,-0.62,0.0,Gap to target,positive,base
energy_per_ton,2023-05,67.892,0.0,Efficiency,neutral,base
water_per_ton,2023-05,0.7856,0.0,Conservation,neutral,base
vision_2030_compliance,2023-05,85.5,0.0,Composite,positive,base
total_demand_tons,2023-06,79569.87,16.8214,SKU forecast,positive,base
recipe_time_utilization_pct,2023-06,98.1709,2.5057,Time constraint,negative,base
capacity_violations_count,2023-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-06,1104.2112,12.786,Wheat price,neutral,base
waste_rate_pct,2023-06,1.7,-0.182,Recipe mix,positive,base
vision_2030_index,2023-06,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-06,4824496.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-06,79569.87,0.0,Flour demand,neutral,base
total_recipe_hours,2023-06,2025.66,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-06,87.4667,0.0,Model accuracy,positive,base
seasonality_index,2023-06,1.2767,0.0,Calendar,neutral,base
planned_recipe_hours,2023-06,1722.9,0.0,Schedule,neutral,base
available_mill_hours,2023-06,1755.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-06,32.1,0.0,Capacity balance,positive,base
avg_changeovers,2023-06,21.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-06,1058.377,0.0,Raw material,neutral,base
waste_impact_pct,2023-06,1.7,0.0,Waste,positive,base
mill_utilization_pct,2023-06,98.1709,0.0,Utilization,negative,base
overload_hours,2023-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-06,44.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-06,0.7,0.0,Continuity,neutral,base
downtime_risk_score,2023-06,49.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-06,79569.83,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-06,1104.2112,0.0,Market,neutral,base
import_dependency_pct,2023-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-06,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-06,0.112,0.0,Quality,neutral,base
waste_rate_vs_target,2023-06,-0.8,0.0,Gap to target,positive,base
energy_per_ton,2023-06,68.335,0.0,Efficiency,neutral,base
water_per_ton,2023-06,0.7817,0.0,Conservation,neutral,base
vision_2030_compliance,2023-06,85.5,0.0,Composite,positive,base
total_demand_tons,2023-07,62655.31,-21.2575,SKU forecast,negative,base
recipe_time_utilization_pct,2023-07,95.6816,-2.4894,Time constraint,negative,base
capacity_violations_count,2023-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-07,1059.4782,-44.7331,Wheat price,neutral,base
waste_rate_pct,2023-07,1.662,-0.038,Recipe mix,positive,base
vision_2030_index,2023-07,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-07,3805175.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-07,62655.31,0.0,Flour demand,neutral,base
total_recipe_hours,2023-07,1593.61,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-07,87.5346,0.0,Model accuracy,positive,base
seasonality_index,2023-07,0.9803,0.0,Calendar,neutral,base
planned_recipe_hours,2023-07,1709.83,0.0,Schedule,neutral,base
available_mill_hours,2023-07,1787.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-07,77.17,0.0,Capacity balance,positive,base
avg_changeovers,2023-07,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-07,1058.8345,0.0,Raw material,neutral,base
waste_impact_pct,2023-07,1.662,0.0,Waste,positive,base
mill_utilization_pct,2023-07,95.6816,0.0,Utilization,negative,base
overload_hours,2023-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-07,104.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-07,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-07,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-07,62655.33,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-07,1059.4782,0.0,Market,neutral,base
import_dependency_pct,2023-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-07,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-07,0.105,0.0,Quality,neutral,base
waste_rate_vs_target,2023-07,-0.84,0.0,Gap to target,positive,base
energy_per_ton,2023-07,66.864,0.0,Efficiency,neutral,base
water_per_ton,2023-07,0.7662,0.0,Conservation,neutral,base
vision_2030_compliance,2023-07,85.5,0.0,Composite,positive,base
total_demand_tons,2023-08,61071.17,-2.5283,SKU forecast,negative,base
recipe_time_utilization_pct,2023-08,95.5835,-0.0981,Time constraint,negative,base
capacity_violations_count,2023-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-08,1049.4383,-10.0398,Wheat price,neutral,base
waste_rate_pct,2023-08,1.768,0.106,Recipe mix,positive,base
vision_2030_index,2023-08,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-08,3694915.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-08,61071.17,0.0,Flour demand,neutral,base
total_recipe_hours,2023-08,1553.61,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-08,87.2604,0.0,Model accuracy,positive,base
seasonality_index,2023-08,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2023-08,1737.23,0.0,Schedule,neutral,base
available_mill_hours,2023-08,1817.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-08,80.27,0.0,Capacity balance,positive,base
avg_changeovers,2023-08,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-08,1058.8436,0.0,Raw material,neutral,base
waste_impact_pct,2023-08,1.768,0.0,Waste,positive,base
mill_utilization_pct,2023-08,95.5835,0.0,Utilization,negative,base
overload_hours,2023-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-08,105.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-08,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-08,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-08,61071.13,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-08,1049.4383,0.0,Market,neutral,base
import_dependency_pct,2023-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-08,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-08,0.066,0.0,Quality,neutral,base
waste_rate_vs_target,2023-08,-0.73,0.0,Gap to target,positive,base
energy_per_ton,2023-08,69.858,0.0,Efficiency,neutral,base
water_per_ton,2023-08,0.7618,0.0,Conservation,neutral,base
vision_2030_compliance,2023-08,85.5,0.0,Composite,positive,base
total_demand_tons,2023-09,57746.52,-5.4439,SKU forecast,negative,base
recipe_time_utilization_pct,2023-09,95.4126,-0.1709,Time constraint,negative,base
capacity_violations_count,2023-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-09,1044.9869,-4.4514,Wheat price,neutral,base
waste_rate_pct,2023-09,1.786,0.018,Recipe mix,positive,base
vision_2030_index,2023-09,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-09,3486705.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-09,57746.52,0.0,Flour demand,neutral,base
total_recipe_hours,2023-09,1468.65,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-09,87.7619,0.0,Model accuracy,positive,base
seasonality_index,2023-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2023-09,1617.72,0.0,Schedule,neutral,base
available_mill_hours,2023-09,1695.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-09,77.78,0.0,Capacity balance,positive,base
avg_changeovers,2023-09,48.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-09,1058.8426,0.0,Raw material,neutral,base
waste_impact_pct,2023-09,1.786,0.0,Waste,positive,base
mill_utilization_pct,2023-09,95.4126,0.0,Utilization,negative,base
overload_hours,2023-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-09,97.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-09,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-09,47.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-09,57746.65,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-09,1044.9869,0.0,Market,neutral,base
import_dependency_pct,2023-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-09,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-09,0.088,0.0,Quality,neutral,base
waste_rate_vs_target,2023-09,-0.71,0.0,Gap to target,positive,base
energy_per_ton,2023-09,69.594,0.0,Efficiency,neutral,base
water_per_ton,2023-09,0.768,0.0,Conservation,neutral,base
vision_2030_compliance,2023-09,85.5,0.0,Composite,positive,base
total_demand_tons,2023-10,59723.83,3.4241,SKU forecast,positive,base
recipe_time_utilization_pct,2023-10,95.3902,-0.0224,Time constraint,negative,base
capacity_violations_count,2023-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-10,1039.3718,-5.6151,Wheat price,neutral,base
waste_rate_pct,2023-10,1.79,0.004,Recipe mix,positive,base
vision_2030_index,2023-10,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-10,3600815.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-10,59723.83,0.0,Flour demand,neutral,base
total_recipe_hours,2023-10,1519.45,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-10,87.6267,0.0,Model accuracy,positive,base
seasonality_index,2023-10,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2023-10,1694.13,0.0,Schedule,neutral,base
available_mill_hours,2023-10,1776.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-10,81.87,0.0,Capacity balance,positive,base
avg_changeovers,2023-10,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-10,1058.6168,0.0,Raw material,neutral,base
waste_impact_pct,2023-10,1.79,0.0,Waste,positive,base
mill_utilization_pct,2023-10,95.3902,0.0,Utilization,negative,base
overload_hours,2023-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-10,104.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-10,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-10,47.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-10,59723.61,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-10,1039.3718,0.0,Market,neutral,base
import_dependency_pct,2023-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-10,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2023-10,0.054,0.0,Quality,neutral,base
waste_rate_vs_target,2023-10,-0.71,0.0,Gap to target,positive,base
energy_per_ton,2023-10,66.046,0.0,Efficiency,neutral,base
water_per_ton,2023-10,0.7816,0.0,Conservation,neutral,base
vision_2030_compliance,2023-10,85.5,0.0,Composite,positive,base
total_demand_tons,2023-11,59501.77,-0.3718,SKU forecast,negative,base
recipe_time_utilization_pct,2023-11,95.5466,0.1564,Time constraint,negative,base
capacity_violations_count,2023-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-11,1048.766,9.3942,Wheat price,neutral,base
waste_rate_pct,2023-11,1.784,-0.006,Recipe mix,positive,base
vision_2030_index,2023-11,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-11,3587400.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-11,59501.77,0.0,Flour demand,neutral,base
total_recipe_hours,2023-11,1513.25,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-11,87.4167,0.0,Model accuracy,positive,base
seasonality_index,2023-11,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2023-11,1696.43,0.0,Schedule,neutral,base
available_mill_hours,2023-11,1775.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-11,79.07,0.0,Capacity balance,positive,base
avg_changeovers,2023-11,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-11,1058.8131,0.0,Raw material,neutral,base
waste_impact_pct,2023-11,1.784,0.0,Waste,positive,base
mill_utilization_pct,2023-11,95.5466,0.0,Utilization,negative,base
overload_hours,2023-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-11,105.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-11,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-11,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-11,59501.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-11,1048.766,0.0,Market,neutral,base
import_dependency_pct,2023-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-11,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2023-11,0.07,0.0,Quality,neutral,base
waste_rate_vs_target,2023-11,-0.72,0.0,Gap to target,positive,base
energy_per_ton,2023-11,67.844,0.0,Efficiency,neutral,base
water_per_ton,2023-11,0.7798,0.0,Conservation,neutral,base
vision_2030_compliance,2023-11,85.5,0.0,Composite,positive,base
total_demand_tons,2023-12,63268.51,6.3305,SKU forecast,positive,base
recipe_time_utilization_pct,2023-12,95.7297,0.1831,Time constraint,negative,base
capacity_violations_count,2023-12,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-12,1064.0188,15.2528,Wheat price,neutral,base
waste_rate_pct,2023-12,2.084,0.3,Recipe mix,positive,base
vision_2030_index,2023-12,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-12,3838566.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-12,63268.51,0.0,Flour demand,neutral,base
total_recipe_hours,2023-12,1609.08,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-12,87.2581,0.0,Model accuracy,positive,base
seasonality_index,2023-12,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2023-12,1725.05,0.0,Schedule,neutral,base
available_mill_hours,2023-12,1802.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-12,76.95,0.0,Capacity balance,positive,base
avg_changeovers,2023-12,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-12,1058.8395,0.0,Raw material,neutral,base
waste_impact_pct,2023-12,2.084,0.0,Waste,positive,base
mill_utilization_pct,2023-12,95.7297,0.0,Utilization,negative,base
overload_hours,2023-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-12,103.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-12,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-12,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-12,63268.36,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-12,1064.0188,0.0,Market,neutral,base
import_dependency_pct,2023-12,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-12,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2023-12,0.077,0.0,Quality,neutral,base
waste_rate_vs_target,2023-12,-0.42,0.0,Gap to target,positive,base
energy_per_ton,2023-12,69.282,0.0,Efficiency,neutral,base
water_per_ton,2023-12,0.7826,0.0,Conservation,neutral,base
vision_2030_compliance,2023-12,85.5,0.0,Composite,positive,base
total_demand_tons,2024-01,66431.65,4.9995,SKU forecast,positive,base
recipe_time_utilization_pct,2024-01,95.6594,-0.0703,Time constraint,negative,base
capacity_violations_count,2024-01,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-01,968.1742,-95.8446,Wheat price,neutral,base
waste_rate_pct,2024-01,1.918,-0.166,Recipe mix,positive,base
vision_2030_index,2024-01,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-01,4024448.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-01,66431.65,0.0,Flour demand,neutral,base
total_recipe_hours,2024-01,1689.79,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-01,87.3157,0.0,Model accuracy,positive,base
seasonality_index,2024-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2024-01,1719.0,0.0,Schedule,neutral,base
available_mill_hours,2024-01,1797.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-01,78.0,0.0,Capacity balance,positive,base
avg_changeovers,2024-01,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-01,949.9691,0.0,Raw material,neutral,base
waste_impact_pct,2024-01,1.918,0.0,Waste,positive,base
mill_utilization_pct,2024-01,95.6594,0.0,Utilization,negative,base
overload_hours,2024-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-01,105.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-01,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-01,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-01,66431.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-01,968.1742,0.0,Market,neutral,base
import_dependency_pct,2024-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-01,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-01,0.055,0.0,Quality,neutral,base
waste_rate_vs_target,2024-01,-0.58,0.0,Gap to target,positive,base
energy_per_ton,2024-01,68.432,0.0,Efficiency,neutral,base
water_per_ton,2024-01,0.7618,0.0,Conservation,neutral,base
vision_2030_compliance,2024-01,85.5,0.0,Composite,positive,base
total_demand_tons,2024-02,64637.97,-2.7,SKU forecast,negative,base
recipe_time_utilization_pct,2024-02,95.75,0.0906,Time constraint,negative,base
capacity_violations_count,2024-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-02,977.9835,9.8093,Wheat price,neutral,base
waste_rate_pct,2024-02,1.916,-0.002,Recipe mix,positive,base
vision_2030_index,2024-02,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-02,3900818.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-02,64637.97,0.0,Flour demand,neutral,base
total_recipe_hours,2024-02,1644.26,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-02,87.4433,0.0,Model accuracy,positive,base
seasonality_index,2024-02,1.0562,0.0,Calendar,neutral,base
planned_recipe_hours,2024-02,1551.15,0.0,Schedule,neutral,base
available_mill_hours,2024-02,1620.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-02,68.85,0.0,Capacity balance,positive,base
avg_changeovers,2024-02,44.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-02,949.9313,0.0,Raw material,neutral,base
waste_impact_pct,2024-02,1.916,0.0,Waste,positive,base
mill_utilization_pct,2024-02,95.75,0.0,Utilization,negative,base
overload_hours,2024-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-02,89.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-02,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2024-02,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-02,64637.93,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-02,977.9835,0.0,Market,neutral,base
import_dependency_pct,2024-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-02,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-02,0.062,0.0,Quality,neutral,base
waste_rate_vs_target,2024-02,-0.58,0.0,Gap to target,positive,base
energy_per_ton,2024-02,69.592,0.0,Efficiency,neutral,base
water_per_ton,2024-02,0.7794,0.0,Conservation,neutral,base
vision_2030_compliance,2024-02,85.5,0.0,Composite,positive,base
total_demand_tons,2024-03,86873.85,34.4006,SKU forecast,positive,base
recipe_time_utilization_pct,2024-03,98.6406,2.8906,Time constraint,negative,base
capacity_violations_count,2024-03,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-03,1015.9382,37.9547,Wheat price,neutral,base
waste_rate_pct,2024-03,1.852,-0.064,Recipe mix,positive,base
vision_2030_index,2024-03,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-03,5231034.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-03,86873.85,0.0,Flour demand,neutral,base
total_recipe_hours,2024-03,2202.34,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-03,87.5138,0.0,Model accuracy,positive,base
seasonality_index,2024-03,1.3319,0.0,Calendar,neutral,base
planned_recipe_hours,2024-03,1741.5,0.0,Schedule,neutral,base
available_mill_hours,2024-03,1765.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-03,24.0,0.0,Capacity balance,positive,base
avg_changeovers,2024-03,16.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-03,948.6363,0.0,Raw material,neutral,base
waste_impact_pct,2024-03,1.852,0.0,Waste,positive,base
mill_utilization_pct,2024-03,98.6406,0.0,Utilization,negative,base
overload_hours,2024-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-03,33.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-03,0.9,0.0,Continuity,neutral,base
downtime_risk_score,2024-03,49.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-03,86873.75,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-03,1015.9382,0.0,Market,neutral,base
import_dependency_pct,2024-03,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-03,39.9,0.0,Geopolitics,negative,base
yield_variability_index,2024-03,0.109,0.0,Quality,neutral,base
waste_rate_vs_target,2024-03,-0.65,0.0,Gap to target,positive,base
energy_per_ton,2024-03,70.876,0.0,Efficiency,neutral,base
water_per_ton,2024-03,0.7608,0.0,Conservation,neutral,base
vision_2030_compliance,2024-03,85.5,0.0,Composite,positive,base
total_demand_tons,2024-04,75466.57,-13.1309,SKU forecast,negative,base
recipe_time_utilization_pct,2024-04,97.0555,-1.5852,Time constraint,negative,base
capacity_violations_count,2024-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-04,1004.7681,-11.1701,Wheat price,neutral,base
waste_rate_pct,2024-04,1.772,-0.08,Recipe mix,positive,base
vision_2030_index,2024-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-04,4531874.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-04,75466.57,0.0,Flour demand,neutral,base
total_recipe_hours,2024-04,1916.47,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-04,87.5595,0.0,Model accuracy,positive,base
seasonality_index,2024-04,1.1907,0.0,Calendar,neutral,base
planned_recipe_hours,2024-04,1662.56,0.0,Schedule,neutral,base
available_mill_hours,2024-04,1713.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-04,50.44,0.0,Capacity balance,positive,base
avg_changeovers,2024-04,28.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-04,949.2432,0.0,Raw material,neutral,base
waste_impact_pct,2024-04,1.772,0.0,Waste,positive,base
mill_utilization_pct,2024-04,97.0555,0.0,Utilization,negative,base
overload_hours,2024-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-04,59.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-04,0.5,0.0,Continuity,neutral,base
downtime_risk_score,2024-04,48.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-04,75466.63,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-04,1004.7681,0.0,Market,neutral,base
import_dependency_pct,2024-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-04,40.1,0.0,Geopolitics,negative,base
yield_variability_index,2024-04,0.083,0.0,Quality,neutral,base
waste_rate_vs_target,2024-04,-0.73,0.0,Gap to target,positive,base
energy_per_ton,2024-04,68.358,0.0,Efficiency,neutral,base
water_per_ton,2024-04,0.7924,0.0,Conservation,neutral,base
vision_2030_compliance,2024-04,85.5,0.0,Composite,positive,base
total_demand_tons,2024-05,69239.1,-8.252,SKU forecast,negative,base
recipe_time_utilization_pct,2024-05,95.7227,-1.3328,Time constraint,negative,base
capacity_violations_count,2024-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-05,981.4187,-23.3495,Wheat price,neutral,base
waste_rate_pct,2024-05,1.832,0.06,Recipe mix,positive,base
vision_2030_index,2024-05,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-05,4206091.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-05,69239.1,0.0,Flour demand,neutral,base
total_recipe_hours,2024-05,1761.06,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-05,87.5046,0.0,Model accuracy,positive,base
seasonality_index,2024-05,1.0558,0.0,Calendar,neutral,base
planned_recipe_hours,2024-05,1739.76,0.0,Schedule,neutral,base
available_mill_hours,2024-05,1817.5,0.0,Capacity,neutral,base
